#NWSLID="SCOA2"
#RATING SHIFTED="06/15/2005"
#Scottie River near Northway AK,
#Rating 1.d valid since 06/15/2005,
#exported from SKED 05/02/2016,
#
#Stage [ft],Flow [cfs]
19.32,1240.00
19.33,1240.00
19.34,1250.00
19.35,1250.00
19.36,1250.00
19.37,1250.00
19.38,1250.00
19.39,1260.00
19.40,1260.00
19.41,1260.00
19.42,1260.00
19.43,1270.00
19.44,1270.00
19.45,1270.00
19.46,1270.00
19.47,1280.00
19.48,1280.00
19.49,1280.00
19.50,1280.00
19.51,1290.00
19.52,1290.00
19.53,1290.00
19.54,1290.00
19.55,1290.00
19.56,1300.00
19.57,1300.00
19.58,1300.00
19.59,1300.00
19.60,1310.00
19.61,1310.00
19.62,1310.00
19.63,1310.00
19.64,1320.00
19.65,1320.00
19.66,1320.00
19.67,1320.00
19.68,1330.00
19.69,1330.00
19.70,1330.00
19.71,1330.00
19.72,1340.00
19.73,1340.00
19.74,1340.00
19.75,1340.00
19.76,1340.00
19.77,1350.00
19.78,1350.00
19.79,1350.00
19.80,1350.00
19.81,1360.00
19.82,1360.00
19.83,1360.00
19.84,1360.00
19.85,1370.00
19.86,1370.00
19.87,1370.00
19.88,1370.00
19.89,1380.00
19.90,1380.00
19.91,1380.00
19.92,1380.00
19.93,1380.00
19.94,1390.00
19.95,1390.00
19.96,1390.00
19.97,1390.00
19.98,1400.00
19.99,1400.00
20.00,1400.00
20.01,1400.00
20.02,1410.00
20.03,1410.00
20.04,1410.00
20.05,1410.00
20.06,1420.00
20.07,1420.00
20.08,1420.00
20.09,1420.00
20.10,1430.00
20.11,1430.00
20.12,1430.00
20.13,1430.00
20.14,1440.00
20.15,1440.00
20.16,1440.00
20.17,1440.00
20.18,1440.00
20.19,1450.00
20.20,1450.00
20.21,1450.00
20.22,1450.00
20.23,1460.00
20.24,1460.00
20.25,1460.00
20.26,1460.00
20.27,1470.00
20.28,1470.00
20.29,1470.00
20.30,1470.00
20.31,1480.00
20.32,1480.00
20.33,1480.00
20.34,1480.00
20.35,1490.00
20.36,1490.00
20.37,1490.00
20.38,1490.00
20.39,1500.00
20.40,1500.00
20.41,1500.00
20.42,1500.00
20.43,1500.00
20.44,1510.00
20.45,1510.00
20.46,1510.00
20.47,1510.00
20.48,1520.00
20.49,1520.00
20.50,1520.00
20.51,1520.00
20.52,1530.00
20.53,1530.00
20.54,1530.00
20.55,1530.00
20.56,1540.00
20.57,1540.00
20.58,1540.00
20.59,1540.00
20.60,1550.00
20.61,1550.00
20.62,1550.00
20.63,1550.00
20.64,1560.00
20.65,1560.00
20.66,1560.00
20.67,1560.00
20.68,1560.00
20.69,1570.00
20.70,1570.00
20.71,1570.00
20.72,1570.00
20.73,1580.00
20.74,1580.00
20.75,1580.00
20.76,1580.00
20.77,1590.00
20.78,1590.00
20.79,1590.00
20.80,1590.00
20.81,1600.00
20.82,1600.00
20.83,1600.00
20.84,1600.00
20.85,1610.00
20.86,1610.00
20.87,1610.00
20.88,1610.00
20.89,1620.00
20.90,1620.00
20.91,1620.00
20.92,1620.00
20.93,1630.00
20.94,1630.00
20.95,1630.00
20.96,1630.00
20.97,1640.00
20.98,1640.00
20.99,1640.00
21.00,1640.00
21.01,1650.00
21.02,1650.00
21.03,1650.00
21.04,1650.00
21.05,1650.00
21.06,1660.00
21.07,1660.00
21.08,1660.00
21.09,1660.00
21.10,1670.00
21.11,1670.00
21.12,1670.00
21.13,1670.00
21.14,1680.00
21.15,1680.00
21.16,1680.00
21.17,1680.00
21.18,1690.00
21.19,1690.00
21.20,1690.00
21.21,1690.00
21.22,1700.00
21.23,1700.00
21.24,1700.00
21.25,1700.00
21.26,1710.00
21.27,1710.00
21.28,1710.00
21.29,1710.00
21.30,1720.00
21.31,1720.00
21.32,1720.00
21.33,1720.00
21.34,1730.00
21.35,1730.00
21.36,1730.00
21.37,1730.00
21.38,1740.00
21.39,1740.00
21.40,1740.00
21.41,1740.00
21.42,1750.00
21.43,1750.00
21.44,1750.00
21.45,1750.00
21.46,1750.00
21.47,1760.00
21.48,1760.00
21.49,1760.00
21.50,1760.00
21.51,1770.00
21.52,1770.00
21.53,1770.00
21.54,1770.00
21.55,1780.00
21.56,1780.00
21.57,1780.00
21.58,1780.00
21.59,1790.00
21.60,1790.00
21.61,1790.00
21.62,1790.00
21.63,1800.00
21.64,1800.00
21.65,1800.00
21.66,1800.00
21.67,1810.00
21.68,1810.00
21.69,1810.00
21.70,1810.00
21.71,1820.00
21.72,1820.00
21.73,1820.00
21.74,1820.00
21.75,1830.00
21.76,1830.00
21.77,1830.00
21.78,1830.00
21.79,1840.00
21.80,1840.00
21.81,1840.00
21.82,1840.00
21.83,1850.00
21.84,1850.00
21.85,1850.00
21.86,1850.00
21.87,1860.00
21.88,1860.00
21.89,1860.00
21.90,1860.00
21.91,1870.00
21.92,1870.00
21.93,1870.00
21.94,1870.00
21.95,1880.00
21.96,1880.00
21.97,1880.00
21.98,1880.00
21.99,1890.00
22.00,1890.00
22.01,1890.00
22.02,1890.00
22.03,1900.00
22.04,1900.00
22.05,1900.00
22.06,1900.00
22.07,1910.00
22.08,1910.00
22.09,1910.00
22.10,1910.00
22.11,1920.00
22.12,1920.00
22.13,1920.00
22.14,1920.00
22.15,1930.00
22.16,1930.00
22.17,1930.00
22.18,1930.00
22.19,1940.00
22.20,1940.00
22.21,1940.00
22.22,1940.00
22.23,1940.00
22.24,1950.00
22.25,1950.00
22.26,1950.00
22.27,1950.00
22.28,1960.00
22.29,1960.00
22.30,1960.00
22.31,1960.00
22.32,1970.00
22.33,1970.00
22.34,1970.00
22.35,1970.00
22.36,1980.00
22.37,1980.00
22.38,1980.00
22.39,1980.00
22.40,1990.00
22.41,1990.00
22.42,1990.00
22.43,1990.00
22.44,2000.00
22.45,2000.00
22.46,2000.00
22.47,2000.00
22.48,2010.00
22.49,2010.00
22.50,2010.00
